Nome,Tipo,Categoria,Cidade,Bairro,Endereço,Telefone,WhatsApp,E-mail,Site,Instagram,Facebook,LinkedIn,Google Maps,Nota no Google,Quantidade de avaliações,Status,Score comercial,Classificação comercial,Observações comerciais
Suzan Clin Baby,Saúde,Clínica,Suzano,Jardim Santa Helena,"Suzan Clin Medicina Ltda, 77, Jardim Santa Helena, Suzano, Sp",(11) 4745-3600,,suzanclin@suzanclin.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Suzan+Clin+Baby+SUZAN+CLIN+MEDICINA+LTDA%2C+77%2C+JARDIM+SANTA+HELENA%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552509860320; CNES 9860320; CNPJ 00837727000551; site oficial/redes não coletados nesta fonte
Ubs Antonio Augusto Nunes,Saúde,Clínica,Suzano,Jd Natal,"Prefeitura Municipal De Suzano, 2719, Jd Natal, Suzano, Sp",(11) 4748-8168,,sms.faturamento@suzano.sp.gov.,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Antonio+Augusto+Nunes+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+2719%2C+JD+NATAL%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552502773562; CNES 2773562; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Jose Mariano De Souza Coutinho Junior,Saúde,Clínica,Suzano,Vila Urupes,"Prefeitura Municipal De Suzano, 479, Vila Urupes, Suzano, Sp",(11) 4746-1285,,sms.faturamento@suzano.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Jose+Mariano+De+Souza+Coutinho+Junior+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+479%2C+VILA+URUPES%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552502773538; CNES 2773538; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Octacilio De Carvalho Schiavi,Saúde,Clínica,Suzano,Jardim Dona Benta,"Prefeitura Municipal De Suzano, 35, Jardim Dona Benta, Suzano, Sp",(11) 4749-2753,,unidade.boavista@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Octacilio+De+Carvalho+Schiavi+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+35%2C+JARDIM+DONA+BENTA%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552502773376; CNES 2773376; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Palmeiras,Saúde,Clínica,Suzano,Palmeiras,"Prefeitura Municipal De Suzano, 137, Palmeiras, Suzano, Sp",(11) 4743-9578,,palmeiras.suzano@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Palmeiras+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+137%2C+PALMEIRAS%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552505604478; CNES 5604478; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Doutor Isack Oguime,Saúde,Clínica,Suzano,Pq Maria Helena,"Prefeitura Municipal De Suzano, 147, Pq Maria Helena, Suzano, Sp",(11) 4748-8086,,ubspmh@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Doutor+Isack+Oguime+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+147%2C+PQ+MARIA+HELENA%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552502773627; CNES 2773627; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Prefeito Alberto Nunes Martins,Saúde,Clínica,Suzano,Jd Paulista,"Prefeitura Municipal De Suzano, 205, Jd Paulista, Suzano, Sp",(11) 4748-4991,,cs2suzano@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Prefeito+Alberto+Nunes+Martins+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+205%2C+JD+PAULISTA%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552502773244; CNES 2773244; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Maria De Lourdes Cardozo Mathias,Saúde,Clínica,Suzano,Jd Realce,"Prefeitura Municipal De Suzano, 325, Jd Realce, Suzano, Sp",(11) 4748-1857,,ubsjdvitoria@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Maria+De+Lourdes+Cardozo+Mathias+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+325%2C+JD+REALCE%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552502773813; CNES 2773813; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Edson Samio Kimura,Saúde,Clínica,Suzano,Raffo,"Prefeitura Municipal De Suzano, 40, Raffo, Suzano, Sp",(11) 4747-8166,,sms.faturamento@suzano.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Edson+Samio+Kimura+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+40%2C+RAFFO%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552502773708; CNES 2773708; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Stelina Maria Barbosa,Saúde,Clínica,Suzano,Cidade Miguel Badra,"Prefeitura Municipal De Suzano, 125, Cidade Miguel Badra, Suzano, Sp",(11) 4749-9501,,ubsmb@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Stelina+Maria+Barbosa+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+125%2C+CIDADE+MIGUEL+BADRA%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552502773600; CNES 2773600; CNPJ -; site oficial/redes não coletados nesta fonte
Unidade Municipal De Fisioterapia Suzano,Saúde,Clínica,Suzano,Centro,"Prefeitura Municipal De Suzano, 73, Centro, Suzano, Sp",47444514,,luiz.afidalgo@terra.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+Municipal+De+Fisioterapia+Suzano+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+73%2C+CENTRO%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552506863779; CNES 6863779; CNPJ -; site oficial/redes não coletados nesta fonte
Usf Jardim Do Lago Suzano,Saúde,Clínica,Suzano,Recanto Ouro Fino,"Prefeitura Municipal De Suzano, 142, Recanto Ouro Fino, Suzano, Sp",(11) 4751-4206,,usfjardimdolago@ints.org.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Jardim+Do+Lago+Suzano+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+142%2C+RECANTO+OURO+FINO%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552505192722; CNES 5192722; CNPJ -; site oficial/redes não coletados nesta fonte
Usf Antonio Marques De Carvalho,Saúde,Clínica,Suzano,Jardim Maite,"Prefeitura Municipal De Suzano, 225, Jardim Maite, Suzano, Sp",(11) 4747-6201,,usfjardimmaite@ints.org.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Antonio+Marques+De+Carvalho+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+225%2C+JARDIM+MAITE%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552506864570; CNES 6864570; CNPJ -; site oficial/redes não coletados nesta fonte
Umdi Medicina Diagnostica,Saúde,Clínica,Suzano,Jd Santa Helena,"Unidade Mogiana De Diagnostico Por Imagem Ltda, 279, Jd Santa Helena, Suzano, Sp",(11) 4798-9999,,umdi@umdi.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Umdi+Medicina+Diagnostica+UNIDADE+MOGIANA+DE+DIAGNOSTICO+POR+IMAGEM+LTDA%2C+279%2C+JD+SANTA+HELENA%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552506407951; CNES 6407951; CNPJ 58476052000380; site oficial/redes não coletados nesta fonte
Usf Jardim Europa,Saúde,Clínica,Suzano,Jardim Europa,"Prefeitura Municipal De Suzano, 1608, Jardim Europa, Suzano, Sp",(11) 4752-7731,,usfjardimeuropa@ints.org.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Jardim+Europa+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+1608%2C+JARDIM+EUROPA%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552507267800; CNES 7267800; CNPJ -; site oficial/redes não coletados nesta fonte
Usf Manuel Evangelista Oliveira,Saúde,Clínica,Suzano,Jd Sao Jose,"Prefeitura Municipal De Suzano, 501, Jd Sao Jose, Suzano, Sp",(11) 4749-3791,,usfjardimsaojose@ints.org.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Manuel+Evangelista+Oliveira+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+501%2C+JD+SAO+JOSE%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552502773465; CNES 2773465; CNPJ -; site oficial/redes não coletados nesta fonte
Usf Marcelino Maria Rodrigues,Saúde,Clínica,Suzano,Jardim Brasil,"Prefeitura Municipal De Suzano, 540, Jardim Brasil, Suzano, Sp",(11) 4759-1660,,usfjardimbrasil@ints.org.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Marcelino+Maria+Rodrigues+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+540%2C+JARDIM+BRASIL%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552507171668; CNES 7171668; CNPJ -; site oficial/redes não coletados nesta fonte
Usf Doutor Eduardo Nakamura,Saúde,Clínica,Suzano,Cidade Miguel Badra,"Prefeitura Municipal De Suzano, 680, Cidade Miguel Badra, Suzano, Sp",(11) 4752-1421,,usfjardimnakamura@ints.org.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Doutor+Eduardo+Nakamura+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+680%2C+CIDADE+MIGUEL+BADRA%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552505733286; CNES 5733286; CNPJ -; site oficial/redes não coletados nesta fonte
Ubs Parque Do Colegio,Saúde,Clínica,Suzano,Parque Do Colegio,"Prefeitura Municipal De Suzano, S/N, Parque Do Colegio, Suzano, Sp",46523056000121,,,,,,,https://www.google.com/maps/search/?api=1&query=Ubs+Parque+Do+Colegio+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+S%2FN%2C+PARQUE+DO+COLEGIO%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552505293413; CNES 5293413; CNPJ -; site oficial/redes não coletados nesta fonte
Usf Maria Ines Pinto Dos Santos,Saúde,Clínica,Suzano,Vila Laura,"Municipio De Suzano, 325, Vila Laura, Suzano, Sp",(11) 4743-3161,,usfjardimrevista@ints.org.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Maria+Ines+Pinto+Dos+Santos+MUNICIPIO+DE+SUZANO%2C+325%2C+VILA+LAURA%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552509865438; CNES 9865438; CNPJ -; site oficial/redes não coletados nesta fonte
Usf Maria Jose Lima Souza,Saúde,Clínica,Suzano,Jardim Ikeda,"Prefeitura Municipal De Suzano, 11, Jardim Ikeda, Suzano, Sp",(11) 4748-8058,,usfjardimikeda@ints.org.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Maria+Jose+Lima+Souza+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+11%2C+JARDIM+IKEDA%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552502773546; CNES 2773546; CNPJ -; site oficial/redes não coletados nesta fonte
Usf Onesia Benedita Miguel,Saúde,Clínica,Suzano,Jardim Suzanopolis,"Prefeitura Municipal De Suzano, 205, Jardim Suzanopolis, Suzano, Sp",(11) 4745-0968,,usfjardimsuzanopolis@ints.org.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Onesia+Benedita+Miguel+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+205%2C+JARDIM+SUZANOPOLIS%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552507185863; CNES 7185863; CNPJ -; site oficial/redes não coletados nesta fonte
Viavita Servicos Medico E Empresariais Ltda,Saúde,Clínica,Suzano,Vila Bela Vista,"Viavita Servicos Medicos S S Ltda, 33, Vila Bela Vista, Suzano, Sp",(11) 4795-7575,,viavita@uol.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Viavita+Servicos+Medico+E+Empresariais+Ltda+VIAVITA+SERVICOS+MEDICOS+S+S+LTDA%2C+33%2C+VILA+BELA+VISTA%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552506760600; CNES 6760600; CNPJ 02082846000224; site oficial/redes não coletados nesta fonte
Usf Recanto Sao Jose,Saúde,Clínica,Suzano,Recanto Sao Jose,"Prefeitura Municipal De Suzano, 18, Recanto Sao Jose, Suzano, Sp",(11) 4751-2612,,usfrecantosaojose@ints.org.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Recanto+Sao+Jose+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+18%2C+RECANTO+SAO+JOSE%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552505192706; CNES 5192706; CNPJ -; site oficial/redes não coletados nesta fonte
Usf Vereador Marsal Lopes Rosa,Saúde,Clínica,Suzano,Vila Urupes,"Municipio De Suzano, 456, Vila Urupes, Suzano, Sp",(11) 4744-6119,,usfvilaamorim@ints.org.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Vereador+Marsal+Lopes+Rosa+MUNICIPIO+DE+SUZANO%2C+456%2C+VILA+URUPES%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552500086185; CNES 0086185; CNPJ -; site oficial/redes não coletados nesta fonte
Vistaclinica,Saúde,Clínica,Suzano,Centro,"Vistaclinica Servicos Medicos Ltda Me, 68, Centro, Suzano, Sp",(11) 4748-2323,,contabilidade@contabilidadebio.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Vistaclinica+VISTACLINICA+SERVICOS+MEDICOS+LTDA+ME%2C+68%2C+CENTRO%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552505663555; CNES 5663555; CNPJ 08990136000106; site oficial/redes não coletados nesta fonte
Yumi Nucleo De Terapias,Saúde,Clínica,Suzano,Vila Costa,"Yumi Clinica De Fisioterapia Ltda, 220, Vila Costa, Suzano, Sp",(11) 4759-7263,,marcitaketi@yahoo.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Yumi+Nucleo+De+Terapias+YUMI+CLINICA+DE+FISIOTERAPIA+LTDA%2C+220%2C+VILA+COSTA%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552500503304; CNES 0503304; CNPJ 24582610000109; site oficial/redes não coletados nesta fonte
Ambulatorio De Saude Mental De Aruja,Saúde,Clínica,Arujá,Pq Rodrigo Barreto,"Prefeitura Municipal De Aruja, 05, Pq Rodrigo Barreto, Aruja, Sp",(11) 4655-1272,,saude@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Ambulatorio+De+Saude+Mental+De+Aruja+PREFEITURA+MUNICIPAL+DE+ARUJA%2C+05%2C+PQ+RODRIGO+BARRETO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503906430163; CNES 6430163; CNPJ -; site oficial/redes não coletados nesta fonte
Centro Medico Sao Lucas,Saúde,Clínica,Arujá,Jardim Rincao,"Sistema De Saude Integrado Sao Lucas, 143, Jardim Rincao, Aruja, Sp",(11) 4504-7000,,legalizamorumbi@solutta.com,,,,,https://www.google.com/maps/search/?api=1&query=Centro+Medico+Sao+Lucas+SISTEMA+DE+SAUDE+INTEGRADO+SAO+LUCAS%2C+143%2C+JARDIM+RINCAO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503907391935; CNES 7391935; CNPJ 01537809000110; site oficial/redes não coletados nesta fonte
Clinica De Fisioterapia Santa Isabel,Saúde,Clínica,Arujá,Aruja Center Ville,"Clinica De Fisioterapia Santa Isabel Ltda, 280, Aruja Center Ville, Aruja, Sp",(11) 3754-0099,,mmbeppu@ig.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+De+Fisioterapia+Santa+Isabel+CLINICA+DE+FISIOTERAPIA+SANTA+ISABEL+LTDA%2C+280%2C+ARUJA+CENTER+VILLE%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503907343728; CNES 7343728; CNPJ 58488115000238; site oficial/redes não coletados nesta fonte
Clinica De Fisioterapia E Reabilitacao Santa Barbara,Saúde,Clínica,Arujá,Aruja Center Ville,"Clinica De Fisioterapia E Reabilitacao Santa Barbara Ltda, 72, Aruja Center Ville, Aruja, Sp",(11) 4747-6213,,sgslupko@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+De+Fisioterapia+E+Reabilitacao+Santa+Barbara+CLINICA+DE+FISIOTERAPIA+E+REABILITACAO+SANTA+BARBARA+LTDA%2C+72%2C+ARUJA+CENTER+VILLE%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503900310875; CNES 0310875; CNPJ 63898506000260; site oficial/redes não coletados nesta fonte
Clinica Santa Barbara,Saúde,Clínica,Arujá,Aruja Center Ville,"Clinica De Fisioterapia E Reabilitacao Santa Barbara Ltda, 72, Aruja Center Ville, Aruja, Sp",(11) 4747-6213,,clinicasantabarbara@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+Santa+Barbara+CLINICA+DE+FISIOTERAPIA+E+REABILITACAO+SANTA+BARBARA+LTDA%2C+72%2C+ARUJA+CENTER+VILLE%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503904721276; CNES 4721276; CNPJ 63898506000422; site oficial/redes não coletados nesta fonte
Usf Vereador Gregorio Bonifacio Da Silva,Saúde,Clínica,Suzano,Pq Buenos Aires,"Prefeitura Municipal De Suzano, 75, Pq Buenos Aires, Suzano, Sp",(11) 4744-7923,,usfvilafatima@ints.org.br,,,,,https://www.google.com/maps/search/?api=1&query=Usf+Vereador+Gregorio+Bonifacio+Da+Silva+PREFEITURA+MUNICIPAL+DE+SUZANO%2C+75%2C+PQ+BUENOS+AIRES%2C+SUZANO%2C+SP+Suzano+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3552506382428; CNES 6382428; CNPJ -; site oficial/redes não coletados nesta fonte
Curie Medicina Diagnostica,Saúde,Clínica,Arujá,Jardim Rincao,"E I R Clinica Medica Em Imagens Radiologicas, 53, Jardim Rincao, Aruja, Sp",(11) 4654-2166,,curiemedicina@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Curie+Medicina+Diagnostica+E+I+R+CLINICA+MEDICA+EM+IMAGENS+RADIOLOGICAS%2C+53%2C+JARDIM+RINCAO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503905716888; CNES 5716888; CNPJ 28842319000183; site oficial/redes não coletados nesta fonte
Core Reabilitacao Fisioterapia Especializada E Pilates Ltda,Saúde,Clínica,Arujá,Center Ville,"Core Reabilitacao Fisioterapia Especializada E Pilates Ltda, 100, Center Ville, Aruja, Sp",(11) 8859-4544,,beatriz_guedesdesantana@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Core+Reabilitacao+Fisioterapia+Especializada+E+Pilates+Ltda+CORE+REABILITACAO+FISIOTERAPIA+ESPECIALIZADA+E+PILATES+LTDA%2C+100%2C+CENTER+VILLE%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503905660963; CNES 5660963; CNPJ 57722913000139; site oficial/redes não coletados nesta fonte
Diagnosticos Da America,Saúde,Clínica,Arujá,Vila Lima I,"Diagnosticos Da America S A, 33, Vila Lima I, Aruja, Sp",(11) 2630-3000,,tributario@dasa.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Diagnosticos+Da+America+DIAGNOSTICOS+DA+AMERICA+S+A%2C+33%2C+VILA+LIMA+I%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503908313431; CNES 8313431; CNPJ 61486650063266; site oficial/redes não coletados nesta fonte
Digimax Medicina Diagnostica,Saúde,Clínica,Arujá,Chacaras Sao Jose Do,"Centro De Imagem E Diagnostico Takaki Ltda, 491, Chacaras Sao Jose Do, Aruja, Sp",(11) 4000-2010,,charleytakaki@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Digimax+Medicina+Diagnostica+CENTRO+DE+IMAGEM+E+DIAGNOSTICO+TAKAKI+LTDA%2C+491%2C+CHACARAS+SAO+JOSE+DO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503904983262; CNES 4983262; CNPJ 54456922000137; site oficial/redes não coletados nesta fonte
D M B Servicos Medicos,Saúde,Clínica,Arujá,Jardim Rincao,"D M B Servicos Medicos Ltda, 69, Jardim Rincao, Aruja, Sp",(11) 4651-4662,,clinicadmb@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=D+M+B+Servicos+Medicos+D+M+B+SERVICOS+MEDICOS+LTDA%2C+69%2C+JARDIM+RINCAO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503900743437; CNES 0743437; CNPJ 03821083000178; site oficial/redes não coletados nesta fonte
Dpi Diagnostico Por Imagem,Saúde,Clínica,Arujá,Loteamento Dos Barbo,"Dpi Diagnosticos Por Imagem Ltda, 161, Loteamento Dos Barbo, Aruja, Sp",(11) 4653-5787,,diagporimagem@terra.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Dpi+Diagnostico+Por+Imagem+DPI+DIAGNOSTICOS+POR+IMAGEM+LTDA%2C+161%2C+LOTEAMENTO+DOS+BARBO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503906195261; CNES 6195261; CNPJ 07964244000133; site oficial/redes não coletados nesta fonte
Gero Nucleo De Saude,Saúde,Clínica,Arujá,Jardim Fazenda Rinca,"Gerson Da Silva Marcondes, 1091, Jardim Fazenda Rinca, Aruja, Sp",(11) 4654-1007,,administracao@geronucleodesaude.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Gero+Nucleo+De+Saude+GERSON+DA+SILVA+MARCONDES%2C+1091%2C+JARDIM+FAZENDA+RINCA%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503900682489; CNES 0682489; CNPJ 14630393000121; site oficial/redes não coletados nesta fonte
H M Diagnostico Por Imagem E Servicos Medicos Aruja,Saúde,Clínica,Arujá,Jardim Angelo,"H M Clinica E Diagnostico Por Imagem Ltda, 88, Jardim Angelo, Aruja, Sp",(11) 4651-1992,,adm@hmdiagnostico.med.br,,,,,https://www.google.com/maps/search/?api=1&query=H+M+Diagnostico+Por+Imagem+E+Servicos+Medicos+Aruja+H+M+CLINICA+E+DIAGNOSTICO+POR+IMAGEM+LTDA%2C+88%2C+JARDIM+ANGELO%2C+ARUJA%2C+SP+Aruj%C3%A1+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3503902773287; CNES 2773287; CNPJ 01419207000168; site oficial/redes não coletados nesta fonte
