Nome,Tipo,Categoria,Cidade,Bairro,Endereço,Telefone,WhatsApp,E-mail,Site,Instagram,Facebook,LinkedIn,Google Maps,Nota no Google,Quantidade de avaliações,Status,Score comercial,Classificação comercial,Observações comerciais
Escola Estadual Vereador Antônio Garcia,Escola,Escola,Suzano,Cidade Miguel Badra,"Rua Renato Alpino Della Latta, 168, Cidade Miguel Badra, Suzano, SP",+55 11 4749 8378,,e048884a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Vereador+Ant%C3%B4nio+Garcia+Rua+Renato+Alpino+Della+Latta%2C+168%2C+Cidade+Miguel+Badra%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Professora Célia Pereira de Lima,Escola,Escola,Suzano,Vila Urupês,"Rua Rio Grande do Norte, 90, Vila Urupês, Suzano, SP",+55 11 4748 4473,,emcelia.pereira@suzano.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Professora+C%C3%A9lia+Pereira+de+Lima+Rua+Rio+Grande+do+Norte%2C+90%2C+Vila+Urup%C3%AAs%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Elisabeth Ubeda Lopes Rodrigues,Escola,Escola,Suzano,Jardim Imperador,"Rua Maria de Lourdes Molina Vieira, 105, Jardim Imperador, Suzano, SP",+55 11 4744 4874,,emelisabeth.ubeda@suzano.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Elisabeth+Ubeda+Lopes+Rodrigues+Rua+Maria+de+Lourdes+Molina+Vieira%2C+105%2C+Jardim+Imperador%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Noêmia Santos Costa,Escola,Escola,Suzano,Jardim Ikeda,"Rua dos Cravos, 15, Jardim Ikeda, Suzano, SP",+55 11 4743 9675,,emnoemia.santos@suzano.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+No%C3%AAmia+Santos+Costa+Rua+dos+Cravos%2C+15%2C+Jardim+Ikeda%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal de Educação Infantil Arujá Unidade XV,Escola,Escola Infantil,Arujá,Jardim Nippon Club,"Avenida Dutra, 360, Jardim Nippon Club, Arujá, SP",+55 11 4652 5450,,em.emilia@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+de+Educa%C3%A7%C3%A3o+Infantil+Aruj%C3%A1+Unidade+XV+Avenida+Dutra%2C+360%2C+Jardim+Nippon+Club%2C+Aruj%C3%A1%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal de Educação Infantil Jole da Costa,Escola,Escola Infantil,Arujá,Vilar Pilar,"Rua Lícinio Rodreigues de Paiva, 14, Vilar Pilar, Arujá, SP",+55 11 46532800,,emeia3.arujaamerica@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+de+Educa%C3%A7%C3%A3o+Infantil+Jole+da+Costa+Rua+L%C3%ADcinio+Rodreigues+de+Paiva%2C+14%2C+Vilar+Pilar%2C+Aruj%C3%A1%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal de Educaçãi Infantil Arujá Unidade I,Escola,Escola Infantil,Arujá,Chácara São José,"Avenida Amazonas, 290, Chácara São José, Arujá, SP",+55 11 4652 1007,,emeia1.planalto@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+de+Educa%C3%A7%C3%A3i+Infantil+Aruj%C3%A1+Unidade+I+Avenida+Amazonas%2C+290%2C+Ch%C3%A1cara+S%C3%A3o+Jos%C3%A9%2C+Aruj%C3%A1%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal de Ensino Fundamental Professor Amadeu de Angelis,Escola,Escola,Arujá,Vilar Pilar,"Rua Inocêncio José Rodrigues, 95, Vilar Pilar, Arujá, SP",+55 11 4655 3777,,em.amadeu@aruja.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+de+Ensino+Fundamental+Professor+Amadeu+de+Angelis+Rua+Inoc%C3%AAncio+Jos%C3%A9+Rodrigues%2C+95%2C+Vilar+Pilar%2C+Aruj%C3%A1%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Técnica Estadual Presidente Vargas,Escola,Escola,Mogi das Cruzes,Vila Ressaca,"Rua Adriano Francisco Sagaldi, 30, Vila Ressaca, Mogi das Cruzes, SP",+55 11 4799 7021,,e015acad@cps.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+T%C3%A9cnica+Estadual+Presidente+Vargas+Rua+Adriano+Francisco+Sagaldi%2C+30%2C+Vila+Ressaca%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: public; nota/avaliacoes Google nao coletadas nesta fonte
Escola Técnica Estadual de Suzano,Escola,Escola,Suzano,Vila Urupês,"Rua Guilherme, 325, Vila Urupês, Suzano, SP",+55 11 4748 1732,,e.suzano.acad@centropaulasouza.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+T%C3%A9cnica+Estadual+de+Suzano+Rua+Guilherme%2C+325%2C+Vila+Urup%C3%AAs%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: public; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Santana,Saúde,Hospital,Mogi das Cruzes,Alto do Ipiranga,"Rua Doutor Osmar Marinho Couto, 71, Alto do Ipiranga, Mogi das Cruzes, SP",+55 11 4723 4000,,,https://www2.gndi.com.br/pt/hospitalsantana,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Santana+Rua+Doutor+Osmar+Marinho+Couto%2C+71%2C+Alto+do+Ipiranga%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Mogi-Mater Hospital e Maternidade,Saúde,Maternidade,Mogi das Cruzes,Centro,"Rua Marechal Deodoro, 83, Centro, Mogi das Cruzes, SP",+55 11 4799 0123,,,https://mogimater.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Mogi-Mater+Hospital+e+Maternidade+Rua+Marechal+Deodoro%2C+83%2C+Centro%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Stella Maris,Saúde,Hospital,Guarulhos,Itapegica,"Rua Maria Cândida Pereira, 549, Itapegica, Guarulhos, SP",+55 11 2423 8500,,,https://hospitalstellamaris.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Stella+Maris+Rua+Maria+C%C3%A2ndida+Pereira%2C+549%2C+Itapegica%2C+Guarulhos%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Carlos Chagas,Saúde,Hospital,Guarulhos,Centro,"Rua Barão de Mauá, 100, Centro, Guarulhos, SP",+55 11 2463 5000;+55 11 2463 5100,,,https://www.hcc.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Carlos+Chagas+Rua+Bar%C3%A3o+de+Mau%C3%A1%2C+100%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Cruz Azul Ambulatório,Saúde,Hospital,Guarulhos,Vila Rio,"Avenida Salgado Filho, 3025, Vila Rio, Guarulhos, SP",+55 11 2458 8810,,,https://www.cruzazulsp.com.br/saude/ambulatorios-descentralizados/ambulatorio-guarulhos/,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Cruz+Azul+Ambulat%C3%B3rio+Avenida+Salgado+Filho%2C+3025%2C+Vila+Rio%2C+Guarulhos%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Municipal da Criança e do Adolescente,Saúde,Hospital,Guarulhos,Centro,"Rua José Maurício de Oliveira, 191, Centro, Guarulhos, SP",+55 11 2475 9690,,,http://www.redededefesadedireitos.com.br/assistencia-a-saude/hospital-municipal-da-crianca-e-do-adolescente/,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Municipal+da+Crian%C3%A7a+e+do+Adolescente+Rua+Jos%C3%A9+Maur%C3%ADcio+de+Oliveira%2C+191%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Geral Professor Doutor Waldemar de Carvalho Pinto Filho,Saúde,Hospital,Guarulhos,CECAP,"Alameda dos Lírios, 200, CECAP, Guarulhos, SP",+55 11 3466 1350,,,https://hgg.spdmafiliadas.org.br/,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Geral+Professor+Doutor+Waldemar+de+Carvalho+Pinto+Filho+Alameda+dos+L%C3%ADrios%2C+200%2C+CECAP%2C+Guarulhos%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Ipiranga - Unidade Avançada,Saúde,Hospital,Suzano,Vila Figueira,"Avenida Antônio Marques Figueira, 1927, Vila Figueira, Suzano, SP",+55 11 3004 3651,,,https://www.hospitaisipiranga.com.br/unidades-avancadas/hospital-ipiranga-mogi/suzano/,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Ipiranga+-+Unidade+Avan%C3%A7ada+Avenida+Ant%C3%B4nio+Marques+Figueira%2C+1927%2C+Vila+Figueira%2C+Suzano%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio São Marcos,Escola,Colégio,Mogi das Cruzes,Vila Oliveira,"Avenida Laurinda Cardoso Mello Freire, 161, Vila Oliveira, Mogi das Cruzes, SP",+55 11 3996 8716,,,https://www.saomarcos.g12.br/,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+S%C3%A3o+Marcos+Avenida+Laurinda+Cardoso+Mello+Freire%2C+161%2C+Vila+Oliveira%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Mello Dante,Escola,Colégio,Mogi das Cruzes,Centro Cívico,"Avenida Francisco Rodrigues Filho, 2075, Centro Cívico, Mogi das Cruzes, SP",+55 11 4699 2400,,,https://www.colegiomellodante.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Mello+Dante+Avenida+Francisco+Rodrigues+Filho%2C+2075%2C+Centro+C%C3%ADvico%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Brasílis,Escola,Colégio,Mogi das Cruzes,Vila São Paulo,"Avenida Francisco Rodrigues Filho, 3900, Vila São Paulo, Mogi das Cruzes, SP",+55 11 4723 7070,,,https://colegiobrasilis.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Bras%C3%ADlis+Avenida+Francisco+Rodrigues+Filho%2C+3900%2C+Vila+S%C3%A3o+Paulo%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Brasilis,Escola,Colégio,Mogi das Cruzes,Alto do Ipiranga,"Rua José Colela, 211, Alto do Ipiranga, Mogi das Cruzes, SP",+55 11 4723 8789,,,https://colegiobrasilis.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Brasilis+Rua+Jos%C3%A9+Colela%2C+211%2C+Alto+do+Ipiranga%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Brasilis,Escola,Colégio,Mogi das Cruzes,Alto do Ipiranga,"Avenida Brás de Pina, 1125, Alto do Ipiranga, Mogi das Cruzes, SP",+55 11 4793 9100,,,https://colegiobrasilis.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Brasilis+Avenida+Br%C3%A1s+de+Pina%2C+1125%2C+Alto+do+Ipiranga%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Faculdade de Tecnologia Mogi das Cruzes,Escola,Faculdade / Ensino Superior,Mogi das Cruzes,Rodeio,"Rua Carlos Barattino, 908, Rodeio, Mogi das Cruzes, SP",+55 11 4699 2799,,,https://fatecmogidascruzes.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Faculdade+de+Tecnologia+Mogi+das+Cruzes+Rua+Carlos+Barattino%2C+908%2C+Rodeio%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Eniac,Escola,Colégio,Guarulhos,Centro,"Rua Força Pública, 89, Centro, Guarulhos, SP",+55 11 2472 5500,,,https://www.eniac.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Eniac+Rua+For%C3%A7a+P%C3%BAblica%2C+89%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,66,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Ipiranga,Saúde,Hospital,Mogi das Cruzes,Alto do Ipiranga,"Rua Ipiranga, 797, Alto do Ipiranga, Mogi das Cruzes, SP",+55 11 4795 8600,,,,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Ipiranga+Rua+Ipiranga%2C+797%2C+Alto+do+Ipiranga%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,65,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Complexo Hospitalar da Unimed Guarulhos,Saúde,Hospital,Guarulhos,Macedo,"Rua Tabajara, 566, Macedo, Guarulhos, SP",+55 11 2464-4300,,,,,,,https://www.google.com/maps/search/?api=1&query=Complexo+Hospitalar+da+Unimed+Guarulhos+Rua+Tabajara%2C+566%2C+Macedo%2C+Guarulhos%2C+SP,,,sem informação,65,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Hermon,Escola,Colégio,Mogi das Cruzes,Taboão,"Estrada Yoneji Nakamura, Taboão, Mogi das Cruzes, SP",+55 11 4722 7814,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Hermon+Estrada+Yoneji+Nakamura%2C+Tabo%C3%A3o%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,65,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro Médico HBC Saúde,Saúde,Clínica / Centro Médico,Guarulhos,Maia,"Avenida Salgado Filho, 422, Maia, Guarulhos, SP",+55 11 2442 3344,,,https://hbcsaude.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Centro+M%C3%A9dico+HBC+Sa%C3%BAde+Avenida+Salgado+Filho%2C+422%2C+Maia%2C+Guarulhos%2C+SP,,,sem informação,62,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Vista Clínica,Saúde,Clínica,Suzano,Centro,"Rua Tiradentes, 68, Centro, Suzano, SP",+55 11 4742-9570; +55 11 4744-5088,,,http://www.vistaclinica.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Vista+Cl%C3%ADnica+Rua+Tiradentes%2C+68%2C+Centro%2C+Suzano%2C+SP,,,sem informação,62,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Bonelli Suzano,Saúde,Clínica,Suzano,Centro,"Rua Campos Sales, 663, Centro, Suzano, SP",+55 11 4746 1653,,,http://www.portalsamed.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Bonelli+Suzano+Rua+Campos+Sales%2C+663%2C+Centro%2C+Suzano%2C+SP,,,sem informação,62,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Unidade de Pronto Atendimento Judiapeba,Saúde,Pronto Atendimento / UPA,Mogi das Cruzes,Jundiapeba,"Rua Doutor Francisco Soares Marialva, Jundiapeba, Mogi das Cruzes, SP",+55 11 4798 5990,,,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+de+Pronto+Atendimento+Judiapeba+Rua+Doutor+Francisco+Soares+Marialva%2C+Jundiapeba%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,61,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Unidade de Pronto Atendimento - 24 horas- Cezar de Souza,Saúde,Pronto Atendimento / UPA,Mogi das Cruzes,Cezar de Souza,"Avenida Pedro Romero, Cezar de Souza, Mogi das Cruzes, SP",160,,,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+de+Pronto+Atendimento+-+24+horas-+Cezar+de+Souza+Avenida+Pedro+Romero%2C+Cezar+de+Souza%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,61,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Unidade de Pronto Atendimento II  - Oropó,Saúde,Pronto Atendimento / UPA,Mogi das Cruzes,Porteira Preta,"Avenida Kaouru Hiranatsu, 2390, Porteira Preta, Mogi das Cruzes, SP",160,,,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+de+Pronto+Atendimento+II++-+Orop%C3%B3+Avenida+Kaouru+Hiranatsu%2C+2390%2C+Porteira+Preta%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,61,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Unidade de Pronto Atendimento Paulista,Saúde,Pronto Atendimento / UPA,Guarulhos,Picanço,"Rua Teixeira Mendes, 166, Picanço, Guarulhos, SP",+55 11 2468 8480,,,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+de+Pronto+Atendimento+Paulista+Rua+Teixeira+Mendes%2C+166%2C+Pican%C3%A7o%2C+Guarulhos%2C+SP,,,sem informação,61,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Unidade Pronto Atendimento Maria Dirce,Saúde,Pronto Atendimento / UPA,Guarulhos,Presidente Dutra,"Rua Ubatá, 154, Presidente Dutra, Guarulhos, SP",+55 11 2088 7400,,,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+Pronto+Atendimento+Maria+Dirce+Rua+Ubat%C3%A1%2C+154%2C+Presidente+Dutra%2C+Guarulhos%2C+SP,,,sem informação,61,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
UBS+UPA São João Lavras,Saúde,Pronto Atendimento / UPA,Guarulhos,São João,"Rodovia Juvenal Ponciano de Camargo, 4130, São João, Guarulhos, SP",+55 11 2229 2240,,,,,,,https://www.google.com/maps/search/?api=1&query=UBS%2BUPA+S%C3%A3o+Jo%C3%A3o+Lavras+Rodovia+Juvenal+Ponciano+de+Camargo%2C+4130%2C+S%C3%A3o+Jo%C3%A3o%2C+Guarulhos%2C+SP,,,sem informação,61,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Unidade de Pronto Atendimento Sadako Sedoguti,Saúde,Pronto Atendimento / UPA,Itaquaquecetuba,Parque Residencial Scaffid II,"Rua dos Cajueiros, 453, Parque Residencial Scaffid II, Itaquaquecetuba, SP",+55 11 4647 0212,,,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+de+Pronto+Atendimento+Sadako+Sedoguti+Rua+dos+Cajueiros%2C+453%2C+Parque+Residencial+Scaffid+II%2C+Itaquaquecetuba%2C+SP,,,sem informação,61,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Pronto Atendimento Antônio Tanoeiro,Saúde,Pronto Atendimento / UPA,Suzano,Vila Real Santista,"Rua Mussi Jorge Antônio, 319, Vila Real Santista, Suzano, SP",+55 11 4743 9311,,,,,,,https://www.google.com/maps/search/?api=1&query=Pronto+Atendimento+Ant%C3%B4nio+Tanoeiro+Rua+Mussi+Jorge+Ant%C3%B4nio%2C+319%2C+Vila+Real+Santista%2C+Suzano%2C+SP,,,sem informação,61,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Clínica Santa Catarina,Saúde,Clínica,Suzano,Centro,"Rua Dona Augusta Aparecida de Carvalho Moraes, 50, Centro, Suzano, SP",+55 11 4741 9000,,,,,,,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica+Santa+Catarina+Rua+Dona+Augusta+Aparecida+de+Carvalho+Moraes%2C+50%2C+Centro%2C+Suzano%2C+SP,,,sem informação,61,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Unidade de Saúde da Família Barreto Arujá,Saúde,Clínica,Arujá,Centro Residencial,"Rua Pedro Severino Martins, 231, Centro Residencial, Arujá, SP",+55 11 4655 4010,,,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+de+Sa%C3%BAde+da+Fam%C3%ADlia+Barreto+Aruj%C3%A1+Rua+Pedro+Severino+Martins%2C+231%2C+Centro+Residencial%2C+Aruj%C3%A1%2C+SP,,,sem informação,61,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Unidade Básica de Saúde Nova Arujá,Saúde,Clínica,Arujá,Portão,"Avenida São Lucas, 310, Portão, Arujá, SP",+55 11 4653 2068,,,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+B%C3%A1sica+de+Sa%C3%BAde+Nova+Aruj%C3%A1+Avenida+S%C3%A3o+Lucas%2C+310%2C+Port%C3%A3o%2C+Aruj%C3%A1%2C+SP,,,sem informação,61,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Senai Hermenegildo Campos Almeida,Escola,Escola,Guarulhos,Maia,"Avenida Doutor Renato de Andrade Maia, 601, Maia, Guarulhos, SP",+55 11 2461 6750,,,https://guarulhos.sp.senai.br/,,,,https://www.google.com/maps/search/?api=1&query=Escola+Senai+Hermenegildo+Campos+Almeida+Avenida+Doutor+Renato+de+Andrade+Maia%2C+601%2C+Maia%2C+Guarulhos%2C+SP,,,sem informação,58,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Clarice Lispector,Escola,Escola,Guarulhos,Torres Tibagy,"Rua Miguel Biondi, 222, Torres Tibagy, Guarulhos, SP",+55 11 2459-2627,,,https://www.educacao.sp.gov.br/cgrh/escolas/clarice-lispector/,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Clarice+Lispector+Rua+Miguel+Biondi%2C+222%2C+Torres+Tibagy%2C+Guarulhos%2C+SP,,,sem informação,58,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo - Campus Guarulhos",Escola,Escola,Guarulhos,Vila Rio,"Avenida Salgado Filho, 3501, Vila Rio, Guarulhos, SP",+55 11 2304 4251,,,http://portal.ifspguarulhos.edu.br/,,,,https://www.google.com/maps/search/?api=1&query=Instituto+Federal+de+Educa%C3%A7%C3%A3o%2C+Ci%C3%AAncia+e+Tecnologia+de+S%C3%A3o+Paulo+-+Campus+Guarulhos+Avenida+Salgado+Filho%2C+3501%2C+Vila+Rio%2C+Guarulhos%2C+SP,,,sem informação,58,Prioridade Média,tem site; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal de Ensino Fundamental Professora Maria Luiza Menezes de Fonseca,Escola,Escola,Mogi das Cruzes,Vila Nova Estação,"Rua Professor Sussumu Mori, 40, Vila Nova Estação, Mogi das Cruzes, SP",+55 11 4722 9372,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+de+Ensino+Fundamental+Professora+Maria+Luiza+Menezes+de+Fonseca+Rua+Professor+Sussumu+Mori%2C+40%2C+Vila+Nova+Esta%C3%A7%C3%A3o%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola da Prefeitura de Guarulhos Professora Nadja Maria Seabra Santos,Escola,Escola,Guarulhos,Jardim Vila Galvão,"Rua Crissiumal, 61, Jardim Vila Galvão, Guarulhos, SP",+55 11 2455 3809,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+da+Prefeitura+de+Guarulhos+Professora+Nadja+Maria+Seabra+Santos+Rua+Crissiumal%2C+61%2C+Jardim+Vila+Galv%C3%A3o%2C+Guarulhos%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola da Prefeitura de Guarulhos Tia Nástacia,Escola,Escola,Guarulhos,Paraventi,"Rua Villa-Lobos, 74, Paraventi, Guarulhos, SP",+55 11 2475 2336,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+da+Prefeitura+de+Guarulhos+Tia+N%C3%A1stacia+Rua+Villa-Lobos%2C+74%2C+Paraventi%2C+Guarulhos%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
